时间,会话ID,模型,输入tokens,输出tokens,缓存读取,缓存创建,总计tokens,用户提示词,回复摘要
2026-07-14T03:28:29.322Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,812,679,81920,0,1491,,
2026-07-14T03:28:30.693Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,812,679,81920,0,1491,,
2026-07-14T03:28:31.325Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,812,679,81920,0,1491,,
2026-07-14T03:28:31.986Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,812,679,81920,0,1491,,
2026-07-14T03:29:01.551Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,141,3154,83328,0,3295,,
2026-07-14T03:29:04.505Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,141,3154,83328,0,3295,,
2026-07-14T03:29:06.060Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,127,454,86528,0,581,,
2026-07-14T03:29:07.951Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,127,454,86528,0,581,,
2026-07-14T03:29:08.487Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,127,454,86528,0,581,,
2026-07-14T03:29:09.891Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,294,369,87040,0,663,,
2026-07-14T03:29:11.836Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,294,369,87040,0,663,,
2026-07-14T03:29:18.646Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,440,979,87680,0,1419,,
2026-07-14T03:29:20.255Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,440,979,87680,0,1419,,
2026-07-14T03:29:33.962Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,2620,1561,89088,0,4181,,
2026-07-14T03:29:36.690Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,1637,2294,91648,0,3931,,
2026-07-14T03:30:09.355Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,233,234,95488,0,467,,
2026-07-14T03:30:11.642Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,1190,157,95872,0,1347,,
2026-07-14T03:30:31.690Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,11643,598,97152,0,12241,,
2026-07-14T03:30:48.831Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,175,210,109312,0,385,,
2026-07-14T03:30:51.557Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,65,211,109696,0,276,,
2026-07-14T03:30:53.895Z,7969e523-a45b-4988-ac53-1e6f8ec8962c,deepseek-v4-flash,60,309,109952,0,369,,
2026-07-14T03:40:30.221Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,26288,522,0,0,26810,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result/activemq_git_a37c111a7522ab0307fc2bba877ce820538f5c3c/a37c111/run_20260714_111734/dataset_variants/with_non_regression/model_pro,
2026-07-14T03:40:31.245Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,26288,522,0,0,26810,,
2026-07-14T03:40:31.672Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,26288,522,0,0,26810,,
2026-07-14T03:40:32.141Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,26288,522,0,0,26810,,
2026-07-14T03:40:32.531Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,26288,522,0,0,26810,,
2026-07-14T03:40:40.497Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,19371,1764,26752,0,21135,,
2026-07-14T03:41:25.276Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,255,431,47872,0,686,,
2026-07-14T03:41:26.952Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,255,431,47872,0,686,,
2026-07-14T03:41:27.719Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,255,431,47872,0,686,,
2026-07-14T03:41:28.821Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,291,675,48512,0,966,,
2026-07-14T03:41:30.810Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,291,675,48512,0,966,,
2026-07-14T03:41:31.735Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,291,675,48512,0,966,,
2026-07-14T03:41:33.613Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,291,675,48512,0,966,,
2026-07-14T03:41:37.641Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1506,1205,48768,0,2711,,
2026-07-14T03:42:13.616Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1575,524,50176,0,2099,,
2026-07-14T03:42:37.286Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,862,1002,52224,0,1864,,
2026-07-14T03:43:03.915Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1105,1401,54016,0,2506,,
2026-07-14T03:43:05.713Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1105,1401,54016,0,2506,,
2026-07-14T03:43:06.484Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1105,1401,54016,0,2506,,
2026-07-14T03:43:07.290Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1105,1401,54016,0,2506,,
2026-07-14T03:43:08.149Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1105,1401,54016,0,2506,,
2026-07-14T03:43:08.930Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1105,1401,54016,0,2506,,
2026-07-14T03:43:10.965Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,2955,582,56448,0,3537,,
2026-07-14T03:43:13.041Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,2955,582,56448,0,3537,,
2026-07-14T03:43:13.897Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,2955,582,56448,0,3537,,
2026-07-14T03:43:15.160Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1087,486,59904,0,1573,,
2026-07-14T03:43:16.609Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1087,486,59904,0,1573,,
2026-07-14T03:43:17.668Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1087,486,59904,0,1573,,
2026-07-14T03:43:19.337Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1899,601,61440,0,2500,,
2026-07-14T03:43:21.705Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1899,601,61440,0,2500,,
2026-07-14T03:43:22.859Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1899,601,61440,0,2500,,
2026-07-14T03:43:24.434Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,6207,548,63872,0,6755,,
2026-07-14T03:43:26.393Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,6207,548,63872,0,6755,,
2026-07-14T03:43:27.463Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,6207,548,63872,0,6755,,
2026-07-14T03:43:31.717Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,427,656,70528,0,1083,,
2026-07-14T03:44:12.197Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,484,2659,71552,0,3143,,
2026-07-14T03:44:15.732Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,484,2659,71552,0,3143,,
2026-07-14T03:44:18.676Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,484,2659,71552,0,3143,,
2026-07-14T03:44:36.466Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,197,691,74624,0,888,,
2026-07-14T03:44:38.781Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,197,691,74624,0,888,,
2026-07-14T03:44:53.802Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,2749,2272,75392,0,5021,,
2026-07-14T03:44:55.578Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,2749,2272,75392,0,5021,,
2026-07-14T03:44:58.359Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,2749,2272,75392,0,5021,,
2026-07-14T03:45:39.597Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,4445,4276,80384,0,8721,,
2026-07-14T03:45:46.842Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,4384,5601,84736,0,9985,,
2026-07-14T03:46:35.713Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,233,152,94720,0,385,,
2026-07-14T03:46:37.752Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,1763,149,95104,0,1912,,
2026-07-14T03:46:39.850Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,164,144,96896,0,308,,
2026-07-14T03:46:41.878Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,490,405,97152,0,895,,
2026-07-14T03:46:57.926Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,179,211,97920,0,390,,
2026-07-14T03:47:00.299Z,84c1531c-ee62-487d-bfe1-2c0c45fce94a,deepseek-v4-flash,277,437,98048,0,714,,
2026-07-14T10:08:43.460Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,26527,450,0,0,26977,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result_deepseek_flash/hadoop_git_da0dbf1/da0dbf1/run_20260714_180419/dataset_variants/with_non_regression/model_prompt.txt in the IDE. ,
2026-07-14T10:08:44.383Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,26527,450,0,0,26977,,
2026-07-14T10:08:44.711Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,26527,450,0,0,26977,,
2026-07-14T10:08:45.098Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,26527,450,0,0,26977,,
2026-07-14T10:08:48.173Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,17208,301,26880,0,17509,,
2026-07-14T10:08:50.997Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3409,673,44032,0,4082,,
2026-07-14T10:08:52.303Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3409,673,44032,0,4082,,
2026-07-14T10:08:52.823Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3409,673,44032,0,4082,,
2026-07-14T10:08:53.313Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3409,673,44032,0,4082,,
2026-07-14T10:08:53.907Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3409,673,44032,0,4082,,
2026-07-14T10:08:55.330Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,459,188,48000,0,647,,
2026-07-14T10:08:57.730Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,549,709,48640,0,1258,,
2026-07-14T10:08:58.650Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,549,709,48640,0,1258,,
2026-07-14T10:08:59.092Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,549,709,48640,0,1258,,
2026-07-14T10:08:59.556Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,549,709,48640,0,1258,,
2026-07-14T10:09:00.022Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,549,709,48640,0,1258,,
2026-07-14T10:09:00.456Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,549,709,48640,0,1258,,
2026-07-14T10:09:00.907Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,549,709,48640,0,1258,,
2026-07-14T10:09:04.372Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,6761,397,49792,0,7158,,
2026-07-14T10:09:06.579Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,261,127,56832,0,388,,
2026-07-14T10:09:08.466Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3549,316,57216,0,3865,,
2026-07-14T10:09:10.188Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3549,316,57216,0,3865,,
2026-07-14T10:09:12.496Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1283,304,61056,0,1587,,
2026-07-14T10:09:13.591Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1283,304,61056,0,1587,,
2026-07-14T10:09:22.028Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,2481,1534,62592,0,4015,,
2026-07-14T10:09:24.078Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,2481,1534,62592,0,4015,,
2026-07-14T10:09:24.855Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,2481,1534,62592,0,4015,,
2026-07-14T10:09:25.670Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,2481,1534,62592,0,4015,,
2026-07-14T10:09:26.301Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,2481,1534,62592,0,4015,,
2026-07-14T10:09:28.668Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1704,216,65024,0,1920,,
2026-07-14T10:09:31.061Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,272,502,66688,0,774,,
2026-07-14T10:09:32.381Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,272,502,66688,0,774,,
2026-07-14T10:09:32.997Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,272,502,66688,0,774,,
2026-07-14T10:09:33.623Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,272,502,66688,0,774,,
2026-07-14T10:09:34.901Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1574,291,66944,0,1865,,
2026-07-14T10:09:36.103Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1574,291,66944,0,1865,,
2026-07-14T10:09:36.755Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1574,291,66944,0,1865,,
2026-07-14T10:09:40.036Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,2428,443,68736,0,2871,,
2026-07-14T10:09:41.166Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,2428,443,68736,0,2871,,
2026-07-14T10:09:41.676Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,2428,443,68736,0,2871,,
2026-07-14T10:10:14.437Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,904,4480,71552,0,5384,,
2026-07-14T10:10:15.691Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,904,4480,71552,0,5384,,
2026-07-14T10:10:16.275Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,904,4480,71552,0,5384,,
2026-07-14T10:10:18.106Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1363,387,76928,0,1750,,
2026-07-14T10:10:19.655Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1363,387,76928,0,1750,,
2026-07-14T10:10:20.166Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1363,387,76928,0,1750,,
2026-07-14T10:10:22.254Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1094,356,78592,0,1450,,
2026-07-14T10:10:23.463Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1094,356,78592,0,1450,,
2026-07-14T10:10:24.049Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1094,356,78592,0,1450,,
2026-07-14T10:10:35.955Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,922,1586,80000,0,2508,,
2026-07-14T10:10:37.819Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,922,1586,80000,0,2508,,
2026-07-14T10:10:38.521Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,922,1586,80000,0,2508,,
2026-07-14T10:10:39.194Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,922,1586,80000,0,2508,,
2026-07-14T10:10:44.859Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,958,464,82432,0,1422,,
2026-07-14T10:10:52.227Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,2212,819,83840,0,3031,,
2026-07-14T10:10:53.252Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,2212,819,83840,0,3031,,
2026-07-14T10:11:14.723Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1294,2216,86784,0,3510,,
2026-07-14T10:11:16.114Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1294,2216,86784,0,3510,,
2026-07-14T10:11:20.162Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1294,2216,86784,0,3510,,
2026-07-14T10:11:22.369Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1689,354,90240,0,2043,,
2026-07-14T10:11:23.645Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1689,354,90240,0,2043,,
2026-07-14T10:11:24.128Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1689,354,90240,0,2043,,
2026-07-14T10:11:46.656Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1329,2212,92160,0,3541,,
2026-07-14T10:11:48.838Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1329,2212,92160,0,3541,,
2026-07-14T10:11:49.921Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1329,2212,92160,0,3541,,
2026-07-14T10:11:53.610Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,198,403,95616,0,601,,
2026-07-14T10:11:54.513Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,198,403,95616,0,601,,
2026-07-14T10:11:56.544Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,121,235,96128,0,356,,
2026-07-14T10:12:05.026Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,292,782,96384,0,1074,,
2026-07-14T10:12:07.769Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,834,1812,96640,0,2646,,
2026-07-14T10:12:42.967Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,756,370,99200,0,1126,,
2026-07-14T10:12:44.259Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,756,370,99200,0,1126,,
2026-07-14T10:12:44.746Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,756,370,99200,0,1126,,
2026-07-14T10:12:46.565Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,1076,282,100224,0,1358,,
2026-07-14T10:13:03.754Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,386,210,101504,0,596,,
2026-07-14T10:13:05.520Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,124,142,102016,0,266,,
2026-07-14T10:13:24.787Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,180,495,102272,0,675,,
2026-07-14T10:08:43.460Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,26527,450,0,0,26977,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result_deepseek_flash/hadoop_git_da0dbf1/da0dbf1/run_20260714_180419/dataset_variants/with_non_regression/model_prompt.txt in the IDE. ,
2026-07-14T10:08:44.383Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,26527,450,0,0,26977,,
2026-07-14T10:08:44.711Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,26527,450,0,0,26977,,
2026-07-14T10:08:45.098Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,26527,450,0,0,26977,,
2026-07-14T10:08:48.173Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,17208,301,26880,0,17509,,
2026-07-14T10:08:50.997Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3409,673,44032,0,4082,,
2026-07-14T10:08:52.303Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3409,673,44032,0,4082,,
2026-07-14T10:08:52.823Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3409,673,44032,0,4082,,
2026-07-14T10:08:53.313Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3409,673,44032,0,4082,,
2026-07-14T10:08:53.907Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,3409,673,44032,0,4082,,
2026-07-14T10:08:55.330Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,459,188,48000,0,647,,
2026-07-14T10:08:57.730Z,1b0842d4-e38e-45be-a8de-b91ec98dd8b9,deepseek-v4-flash,549,709,48640,0,1258,,
