时间,会话ID,模型,输入tokens,输出tokens,缓存读取,缓存创建,总计tokens,用户提示词,回复摘要
2026-07-15T07:46:01.139Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,26698,379,0,0,27077,,
2026-07-15T07:46:08.913Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,13694,1654,27008,0,15348,,
2026-07-15T07:46:30.151Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,588,224,42240,0,812,,
2026-07-15T07:46:36.136Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1873,804,43008,0,2677,,
2026-07-15T07:46:37.579Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1873,804,43008,0,2677,,
2026-07-15T07:46:38.164Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1873,804,43008,0,2677,,
2026-07-15T07:46:40.500Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,2798,510,45568,0,3308,,
2026-07-15T07:46:42.158Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,2798,510,45568,0,3308,,
2026-07-15T07:46:42.692Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,2798,510,45568,0,3308,,
2026-07-15T07:46:49.972Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,10964,859,48256,0,11823,,
2026-07-15T07:46:51.733Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,10964,859,48256,0,11823,,
2026-07-15T07:47:04.389Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1099,1574,60032,0,2673,,
2026-07-15T07:47:06.633Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1099,1574,60032,0,2673,,
2026-07-15T07:47:07.019Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1099,1574,60032,0,2673,,
2026-07-15T07:47:24.124Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,8798,1875,61056,0,10673,,
2026-07-15T07:47:31.290Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1941,427,71680,0,2368,,
2026-07-15T07:47:34.374Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1941,427,71680,0,2368,,
2026-07-15T07:47:38.570Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,745,594,73984,0,1339,,
2026-07-15T07:47:40.387Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,745,594,73984,0,1339,,
2026-07-15T07:47:53.175Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1488,1246,74624,0,2734,,
2026-07-15T07:47:54.435Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1488,1246,74624,0,2734,,
2026-07-15T07:47:58.500Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,382,274,77312,0,656,,
2026-07-15T07:47:59.083Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,382,274,77312,0,656,,
2026-07-15T07:48:02.563Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,225,203,77952,0,428,,
2026-07-15T07:48:03.288Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,225,203,77952,0,428,,
2026-07-15T07:48:31.092Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,5756,3067,78336,0,8823,,
2026-07-15T07:48:32.746Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,5756,3067,78336,0,8823,,
2026-07-15T07:48:40.121Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,591,614,87040,0,1205,,
2026-07-15T07:48:42.902Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,591,614,87040,0,1205,,
2026-07-15T07:49:10.884Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,7507,2849,88192,0,10356,,
2026-07-15T07:49:11.441Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,7507,2849,88192,0,10356,,
2026-07-15T07:49:11.522Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,7507,2849,88192,0,10356,,
2026-07-15T07:49:22.176Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,2039,687,98432,0,2726,,
2026-07-15T07:49:28.946Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1454,273,101120,0,1727,,
2026-07-15T07:49:36.573Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,329,621,102528,0,950,,
2026-07-15T07:49:57.512Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,155,1910,103424,0,2065,,
2026-07-15T07:50:01.862Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,155,1910,103424,0,2065,,
2026-07-15T07:50:02.248Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,155,1910,103424,0,2065,,
2026-07-15T07:50:23.799Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,115,1651,105472,0,1766,,
2026-07-15T07:50:59.113Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1806,4854,105472,0,6660,,
2026-07-15T07:51:02.130Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1806,4854,105472,0,6660,,
2026-07-15T07:51:15.561Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,1395,17260,112128,0,18655,,
2026-07-15T07:52:40.506Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,200,338,130688,0,538,,
2026-07-15T07:52:53.402Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,396,243,131200,0,639,,
2026-07-15T07:52:55.899Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,167,147,131712,0,314,,
2026-07-15T07:52:59.890Z,b7484970-2761-49e7-a68a-89ace4926932,deepseek-v4-flash,2598,627,131968,0,3225,,
2026-07-15T07:46:47.454Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,26607,370,0,0,26977,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result_deepseek_flash/hadoop_git_da0dbf1/da0dbf1/run_20260715_152650/dataset_variants/with_non_regression/model_prompt.txt in the IDE. ,
2026-07-15T07:46:49.886Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,26607,370,0,0,26977,,
2026-07-15T07:46:55.594Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,17275,474,26880,0,17749,,
2026-07-15T07:47:04.476Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,11181,573,44544,0,11754,,
2026-07-15T07:47:04.881Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,11181,573,44544,0,11754,,
2026-07-15T07:47:08.744Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,5729,208,55680,0,5937,,
2026-07-15T07:47:12.531Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,684,212,61568,0,896,,
2026-07-15T07:47:17.365Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,607,242,62464,0,849,,
2026-07-15T07:47:17.958Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,607,242,62464,0,849,,
2026-07-15T07:47:21.527Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,9937,248,63232,0,10185,,
2026-07-15T07:47:25.095Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,9937,248,63232,0,10185,,
2026-07-15T07:48:50.864Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,70,1862,84224,0,1932,,
2026-07-15T07:48:51.319Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,70,1862,84224,0,1932,,
2026-07-15T07:48:56.043Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,9350,282,86144,0,9632,,
2026-07-15T07:48:57.316Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,9350,282,86144,0,9632,,
2026-07-15T07:49:02.239Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,6215,320,95744,0,6535,,
2026-07-15T07:49:03.803Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,6215,320,95744,0,6535,,
2026-07-15T07:49:15.312Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,5173,818,102272,0,5991,,
2026-07-15T07:49:22.473Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,886,1613,107392,0,2499,,
2026-07-15T07:50:06.696Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,298,165,109824,0,463,,
2026-07-15T07:51:28.546Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,116,6074,117120,0,6190,,
2026-07-15T07:51:34.853Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,775,228,123264,0,1003,,
2026-07-15T07:51:35.105Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,775,228,123264,0,1003,,
2026-07-15T07:51:45.113Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,7608,490,124160,0,8098,,
2026-07-15T07:52:48.841Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,11689,463,132224,0,12152,,
2026-07-15T07:52:52.696Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,160,16364,144256,0,16524,,
2026-07-15T07:54:28.351Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,101,641,160768,0,742,,
2026-07-15T07:54:49.294Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,5926,5627,161408,0,11553,,
2026-07-15T07:55:32.898Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,88,347,172928,0,435,,
2026-07-15T07:55:46.205Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,81,5189,173312,0,5270,,
2026-07-15T07:56:19.457Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,3070,207,178560,0,3277,,
2026-07-15T07:56:21.857Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,117,274,181760,0,391,,
2026-07-15T07:57:03.623Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,386,3792,182144,0,4178,,
2026-07-15T07:57:19.027Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,658,628,186240,0,1286,,
2026-07-15T07:57:33.490Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,36,834,187520,0,870,,
2026-07-15T07:57:55.967Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,142,1572,188288,0,1714,,
2026-07-15T07:58:08.618Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,161,547,189952,0,708,,
2026-07-15T07:58:18.237Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,136,497,190592,0,633,,
2026-07-15T07:58:35.064Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,367,608,191104,0,975,,
2026-07-15T07:59:22.036Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,209,424,192000,0,633,,
2026-07-15T07:59:26.279Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,210,341,192512,0,551,,
2026-07-15T07:59:45.078Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,69,2416,193024,0,2485,,
2026-07-15T07:59:49.591Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,844,246,195456,0,1090,,
2026-07-15T07:59:52.372Z,38542f86-dcb1-46b2-98ec-620c29d69048,deepseek-v4-flash,106,396,196480,0,502,,
2026-07-15T07:47:03.913Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,26607,321,0,0,26928,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result_deepseek_flash/hadoop_git_da0dbf1/da0dbf1/run_20260715_152650/dataset_variants/without_non_regression/model_prompt.txt in the ID,
2026-07-15T07:47:04.686Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,26607,321,0,0,26928,,
2026-07-15T07:47:04.881Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,26607,321,0,0,26928,,
2026-07-15T07:47:11.378Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,16485,302,26880,0,16787,,
2026-07-15T07:47:21.528Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,3071,277,43648,0,3348,,
2026-07-15T07:47:56.262Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,2800,2462,46976,0,5262,,
2026-07-15T07:47:56.735Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,2800,2462,46976,0,5262,,
2026-07-15T07:48:16.371Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,3353,1933,52224,0,5286,,
2026-07-15T07:48:21.414Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,3353,1933,52224,0,5286,,
2026-07-15T07:48:27.736Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,5806,349,55552,0,6155,,
2026-07-15T07:49:47.252Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,467,4855,61312,0,5322,,
2026-07-15T07:49:51.797Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,467,4855,61312,0,5322,,
2026-07-15T07:50:03.195Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,5865,15019,61696,0,20884,,
2026-07-15T07:51:48.839Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,200,291,82560,0,491,,
2026-07-15T07:52:20.326Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,507,242,82944,0,749,,
2026-07-15T07:52:23.202Z,84a4d696-b38a-4625-93f3-460b0a2f55b7,deepseek-v4-flash,632,313,83584,0,945,,
2026-07-15T07:47:23.696Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,26594,370,0,0,26964,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result_deepseek_flash/karaf_git_49ca16e/49ca16e/run_20260715_152726/dataset_variants/with_non_regression/model_prompt.txt in the IDE. T,
2026-07-15T07:47:24.890Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,26594,370,0,0,26964,,
2026-07-15T07:47:25.187Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,26594,370,0,0,26964,,
2026-07-15T07:47:33.729Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,11889,969,26880,0,12858,,
2026-07-15T07:47:34.380Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,11889,969,26880,0,12858,,
2026-07-15T07:47:36.323Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,11889,969,26880,0,12858,,
2026-07-15T07:47:36.611Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,11889,969,26880,0,12858,,
2026-07-15T07:47:46.488Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,7707,646,39680,0,8353,,
2026-07-15T07:47:50.543Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,4567,448,48000,0,5015,,
2026-07-15T07:48:11.063Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,258,440,52992,0,698,,
2026-07-15T07:48:12.618Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,258,440,52992,0,698,,
2026-07-15T07:48:18.899Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,5606,505,53632,0,6111,,
2026-07-15T07:48:37.594Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,3095,1274,59648,0,4369,,
2026-07-15T07:48:43.195Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,2991,269,64000,0,3260,,
2026-07-15T07:49:19.571Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,1019,2355,67200,0,3374,,
2026-07-15T07:49:40.591Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,1659,1900,70528,0,3559,,
2026-07-15T07:49:43.370Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,1659,1900,70528,0,3559,,
2026-07-15T07:49:45.895Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,207,260,73984,0,467,,
2026-07-15T07:49:53.532Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,4182,186,74368,0,4368,,
2026-07-15T07:50:19.445Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,6992,2265,78720,0,9257,,
2026-07-15T07:50:22.474Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,6992,2265,78720,0,9257,,
2026-07-15T07:50:24.478Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,6992,2265,78720,0,9257,,
2026-07-15T07:50:31.550Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,3473,176,87936,0,3649,,
2026-07-15T07:50:38.120Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,83,120,91520,0,203,,
2026-07-15T07:50:40.535Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,139,96,91648,0,235,,
2026-07-15T07:50:44.993Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,709,129,91776,0,838,,
2026-07-15T07:50:48.844Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,136,143,92544,0,279,,
2026-07-15T07:51:09.460Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,289,2072,92800,0,2361,,
2026-07-15T07:51:10.645Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,289,2072,92800,0,2361,,
2026-07-15T07:51:12.679Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,289,2072,92800,0,2361,,
2026-07-15T07:51:17.524Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,2531,295,95104,0,2826,,
2026-07-15T07:51:21.274Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,52,130,97920,0,182,,
2026-07-15T07:51:39.287Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,951,1523,98048,0,2474,,
2026-07-15T07:51:39.973Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,951,1523,98048,0,2474,,
2026-07-15T07:51:52.354Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,2561,1350,100480,0,3911,,
2026-07-15T07:51:53.140Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,2561,1350,100480,0,3911,,
2026-07-15T07:52:17.643Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,8271,3489,104320,0,11760,,
2026-07-15T07:52:18.496Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,8271,3489,104320,0,11760,,
2026-07-15T07:52:18.966Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,8271,3489,104320,0,11760,,
2026-07-15T07:52:21.900Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,1942,638,115968,0,2580,,
2026-07-15T07:52:22.925Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,1942,638,115968,0,2580,,
2026-07-15T07:52:23.454Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,1942,638,115968,0,2580,,
2026-07-15T07:52:23.935Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,1942,638,115968,0,2580,,
2026-07-15T07:53:20.389Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,2700,7286,118528,0,9986,,
2026-07-15T07:53:23.991Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,6038,13933,122496,0,19971,,
2026-07-15T07:54:36.143Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,91,300,142464,0,391,,
2026-07-15T07:54:46.198Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,381,215,142848,0,596,,
2026-07-15T07:54:48.774Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,355,243,143104,0,598,,
2026-07-15T07:54:49.811Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,355,243,143104,0,598,,
2026-07-15T07:54:52.607Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,3288,248,143616,0,3536,,
2026-07-15T07:55:05.601Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,151,258,147072,0,409,,
2026-07-15T07:55:17.811Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,7692,427,147456,0,8119,,
2026-07-15T07:56:05.845Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,1157,282,155520,0,1439,,
2026-07-15T07:56:18.727Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,155,294,156928,0,449,,
2026-07-15T07:56:38.489Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,7949,392,157312,0,8341,,
2026-07-15T07:56:59.393Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,34,206,165632,0,240,,
2026-07-15T07:57:02.001Z,247a9b28-b6b6-440a-a7b7-0e925f3651a6,deepseek-v4-flash,152,373,165760,0,525,,
2026-07-15T07:47:42.039Z,c40e0fa6-234b-4522-8bc0-11e80f759681,deepseek-v4-flash,26594,390,0,0,26984,<ide_opened_file>The user opened the file /home/lili/TC_try/rank_result_deepseek_flash/karaf_git_49ca16e/49ca16e/run_20260715_152726/dataset_variants/without_non_regression/model_prompt.txt in the IDE,
2026-07-15T07:47:42.233Z,c40e0fa6-234b-4522-8bc0-11e80f759681,deepseek-v4-flash,26594,390,0,0,26984,,
