candidate_id,testcase_class,source_file
75,cython.tests.python.frontend.paddlepaddle.test_forward,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/frontend/paddlepaddle/test_forward.py
76,ctypes.tests.python.unittest.test_meta_schedule_multi_anchor,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_meta_schedule_multi_anchor.py
77,ctypes.tests.python.contrib.test_ethosu.test_replace_conv2d,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/test_replace_conv2d.py
78,cython.tests.python.unittest.test_arith_deduce_bound,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_arith_deduce_bound.py
79,cython.tests.python.frontend.tensorflow.test_forward,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/frontend/tensorflow/test_forward.py
80,ctypes.tests.python.contrib.test_ethosu.test_compiler,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/test_compiler.py
81,ctypes.tests.python.relay.strategy.arm_cpu.test_conv1d_nwc,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/relay/strategy/arm_cpu/test_conv1d_nwc.py
82,ctypes.tests.python.all-platform-minimal-test.test_minimal_target_codegen_llvm,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/all-platform-minimal-test/test_minimal_target_codegen_llvm.py
83,ctypes.tests.python.unittest.test_tir_imm_values,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_imm_values.py
84,ctypes.tests.python.contrib.test_ethosu.test_identity_optimizer,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/test_identity_optimizer.py
85,ctypes.tests.python.contrib.test_tedd,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_tedd.py
86,cython.tests.python.unittest.test_tir_transform_loop_partition,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_loop_partition.py
87,cython.tests.python.frontend.mxnet.test_qnn_ops_utils,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/frontend/mxnet/test_qnn_ops_utils.py
88,ctypes.tests.python.unittest.test_tir_schedule_rfactor,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_schedule_rfactor.py
89,ctypes.tests.python.unittest.test_tir_transform_remove_assume,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_remove_assume.py
90,ctypes.tests.python.relay.aot.test_aot_create_function_metadata,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/relay/aot/test_aot_create_function_metadata.py
91,ctypes.tests.python.unittest.test_meta_schedule_schedule_rule_random_compute_location,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_meta_schedule_schedule_rule_random_compute_location.py
92,cython.tests.python.unittest.test_tir_transform_lower_intrin,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_lower_intrin.py
93,ctypes.tests.python.contrib.test_ethosu.test_replace_binary_elementwise,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/test_replace_binary_elementwise.py
94,ctypes.tests.python.relay.test_op_qnn_leaky_relu,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/relay/test_op_qnn_leaky_relu.py
95,ctypes.tests.python.contrib.test_ethosu.cascader.test_integration,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/cascader/test_integration.py
96,ctypes.tests.python.unittest.test_tir_transform_reduce_branching_through_overcompute,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_reduce_branching_through_overcompute.py
97,ctypes.tests.python.relay.test_pass_fake_quantization_to_integer,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/relay/test_pass_fake_quantization_to_integer.py
98,cython.tests.python.unittest.test_ir_type,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_ir_type.py
99,ctypes.tests.python.contrib.test_ethosu.test_lookup_table,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/test_lookup_table.py
100,ctypes.tests.python.relay.test_op_level3,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/relay/test_op_level3.py
101,ctypes.tests.python.contrib.test_hexagon.conv2d.test_conv2d_conv2d,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_hexagon/conv2d/test_conv2d_conv2d.py
102,cython.tests.python.unittest.test_tvmscript_ir_builder_tir,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tvmscript_ir_builder_tir.py
103,cython.tests.python.unittest.test_tir_transform_inject_copy_intrin,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_inject_copy_intrin.py
104,ctypes.tests.python.relay.test_pass_flexible_shape_dispatch,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/relay/test_pass_flexible_shape_dispatch.py
105,cython.tests.python.unittest.test_tir_transform_make_packed_api,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_make_packed_api.py
106,cython.tests.python.unittest.test_tir_transform_compact_buffer_region,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_compact_buffer_region.py
107,ctypes.tests.python.unittest.test_runtime_graph_cuda_graph,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_runtime_graph_cuda_graph.py
108,ctypes.tests.python.contrib.test_cblas,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_cblas.py
109,ctypes.tests.python.contrib.test_ethosu.test_hoist_allocates,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/test_hoist_allocates.py
110,ctypes.tests.python.contrib.test_ethosu.test_replace_unary_elementwise,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/test_replace_unary_elementwise.py
111,cython.tests.python.topi.python.test_topi_batch_matmul,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/topi/python/test_topi_batch_matmul.py
112,ctypes.tests.python.unittest.test_tir_usmp_utils,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_usmp_utils.py
113,ctypes.tests.python.unittest.test_tir_analysis_verify_gpu_code,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_analysis_verify_gpu_code.py
114,cython.tests.python.unittest.test_tir_transform_reduce_branching_through_overcompute,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_reduce_branching_through_overcompute.py
115,ctypes.tests.python.relay.test_relay_te_compiler,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/relay/test_relay_te_compiler.py
116,cython.tests.python.unittest.test_te_schedule_ops,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_te_schedule_ops.py
117,ctypes.tests.python.driver.tvmc.test_frontends,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/driver/tvmc/test_frontends.py
118,ctypes.tests.python.contrib.test_hexagon.test_parallel_scalar,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_hexagon/test_parallel_scalar.py
119,cython.tests.python.topi.python.test_topi_unique,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/topi/python/test_topi_unique.py
120,ctypes.tests.python.contrib.test_hexagon.topi.test_add_subtract_multiply,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_hexagon/topi/test_add_subtract_multiply.py
121,ctypes.tests.python.unittest.test_meta_schedule_space_cpu_winograd,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_meta_schedule_space_cpu_winograd.py
122,ctypes.tests.python.unittest.test_ir_container,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_ir_container.py
123,ctypes.tests.python.contrib.test_ethosu.test_lut_optimizer,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/test_lut_optimizer.py
124,cython.tests.python.topi.python.test_topi_vision,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/topi/python/test_topi_vision.py
125,ctypes.tests.python.unittest.test_tir_transform_remove_weight_layout_rewrite_block,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_remove_weight_layout_rewrite_block.py
126,cython.tests.python.unittest.test_ir_attrs,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_ir_attrs.py
127,cython.tests.python.unittest.test_meta_schedule_postproc_rewrite_tensorize,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_meta_schedule_postproc_rewrite_tensorize.py
128,ctypes.tests.python.unittest.test_meta_schedule_schedule_rule_parallel_vectorize_unroll,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_meta_schedule_schedule_rule_parallel_vectorize_unroll.py
129,ctypes.tests.python.unittest.test_tir_transform_loop_partition,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_loop_partition.py
130,ctypes.tests.python.unittest.test_tvmscript_ops,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tvmscript_ops.py
131,cython.tests.python.topi.python.test_topi_dense,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/topi/python/test_topi_dense.py
132,cython.tests.python.topi.python.test_topi_conv2d_hwcn,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/topi/python/test_topi_conv2d_hwcn.py
133,ctypes.tests.python.contrib.test_ethosu.test_replace_copy,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/test_replace_copy.py
134,cython.tests.python.unittest.test_tir_transform_remove_assume,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_remove_assume.py
135,cython.tests.python.unittest.test_meta_schedule_space_cuda_winograd,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_meta_schedule_space_cuda_winograd.py
136,cython.tests.python.unittest.test_meta_schedule_postproc_disallow_dynamic_loop,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_meta_schedule_postproc_disallow_dynamic_loop.py
137,ctypes.tests.python.relay.test_op_level5,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/relay/test_op_level5.py
138,ctypes.tests.python.unittest.test_tvmscript_ir_builder_base,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tvmscript_ir_builder_base.py
139,ctypes.tests.python.unittest.test_tir_transform_lower_tvm_builtin,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_tir_transform_lower_tvm_builtin.py
140,ctypes.tests.python.contrib.test_hexagon.topi.slice_op.test_dense_slice,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_hexagon/topi/slice_op/test_dense_slice.py
141,cython.tests.python.unittest.test_meta_schedule_builder,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/unittest/test_meta_schedule_builder.py
142,ctypes.tests.python.contrib.test_ethosu.test_networks,/home/lili/TC_try/TVM_PR14492_build3_35148ba/repo/tvm_git_35148ba/tests/python/contrib/test_ethosu/test_networks.py
